id,participant_id,response_time,correct,trial_number,stimuli_number,response,heatmap_condition,legend_condition,label_condition,attention,time_when
25094,65f48503f9b5e6a629ba03c8,699,0,28,right-1,right,right-dark,light-up,greater-up,dual,2026-03-02 22:19:27.7630000
25095,65f48503f9b5e6a629ba03c8,627,1,29,left-9,left,left-dark,dark-up,greater-up,dual,2026-03-02 22:19:30.6430000
25096,65f48503f9b5e6a629ba03c8,1183,0,30,left-3,left,left-dark,light-up,greater-up,dual,2026-03-02 22:19:33.4080000
25097,65f48503f9b5e6a629ba03c8,1586,0,31,right-3,right,right-dark,light-up,greater-up,dual,2026-03-02 22:19:37.3330000
25098,65f48503f9b5e6a629ba03c8,451,1,32,right-0,right,right-dark,dark-up,greater-up,dual,2026-03-02 22:19:39.8390000
25099,65f48503f9b5e6a629ba03c8,1568,1,33,right-5,right,right-dark,dark-up,greater-up,dual,2026-03-02 22:19:42.6770000
25100,65f48503f9b5e6a629ba03c8,979,0,34,right-0,right,right-dark,light-up,greater-up,dual,2026-03-02 22:19:45.0600000
25101,65f48503f9b5e6a629ba03c8,281,0,35,left-8,left,left-dark,light-up,greater-up,dual,2026-03-02 22:19:47.1130000
25102,65f48503f9b5e6a629ba03c8,627,1,36,right-8,left,right-dark,dark-up,fewer-up,dual,2026-03-02 22:19:49.9910000
25103,65f48503f9b5e6a629ba03c8,582,1,37,right-9,right,right-dark,dark-up,greater-up,dual,2026-03-02 22:19:52.8370000
25104,65f48503f9b5e6a629ba03c8,548,0,38,right-5,right,right-dark,light-up,greater-up,dual,2026-03-02 22:19:55.5130000
25105,65f48503f9b5e6a629ba03c8,1588,0,39,right-6,right,right-dark,light-up,greater-up,dual,2026-03-02 22:19:59.4950000
25106,65f48503f9b5e6a629ba03c8,992,1,40,right-8,right,right-dark,dark-up,greater-up,dual,2026-03-02 22:20:10.6670000
25107,65f48503f9b5e6a629ba03c8,NULL,0,41,right-3,none,right-dark,dark-up,greater-up,dual,2026-03-02 22:20:14.0270000
