participant_id,attention_condition,n_colormap_trials,unanswered_pct,heatmap_accuracy,mean_rt,mean_rt_answered,d_prime,d_prime_ci_low,d_prime_ci_high,d_prime_ci_excludes_zero,tier1_exclude_incomplete_trials,tier1_exclude_low_phone_sdt,tier1_exclude_low_heatmap_accuracy,excluded,tier2_participant_rt_outlier,exclude_tier2,tier3_participant_rt_outlier,exclude_tier3,exclusion_reason
69829bc1224b28f0538900d5,dual_only,80,6.25,0.4666666666666666,712.5066666666667,712.5066666666667,1.1138563105578192,0.2534558993509305,1.974256721764708,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
6983d70423bcb8acb217e6c9,dual_only,80,6.25,0.5866666666666667,1289.28,1289.28,2.159177048790726,1.2685505297308066,3.049803567850645,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
6984a9d17c365f6f621d7fe7,dual_only,80,5,0.9342105263157895,1044.3947368421052,1044.3947368421052,2.1942598633959616,1.2857466640872364,3.102773062704687,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
69863754c11c997c89afedf7,single_only,80,0,1,999.1375,999.1375,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
6989f01e85ed4cec632af20e,single_only,80,2.5,0.5128205128205128,844.2692307692307,844.2692307692307,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
698b56669942057664689445,dual_only,80,11.25,0.5211267605633803,772.2957746478872,772.2957746478872,2.6478025173245814,1.3075309341571757,3.9880741004919873,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
698bd173e4842a5bd8ad85bb,single_only,80,2.5,0.9615384615384616,1031.423076923077,1031.423076923077,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
698caa3dd8c53ba869e20089,single_only,80,0,0.5375,854.0375,854.0375,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
6991e46740117ca6ef90cd7c,dual_only,80,51.24999999999999,0.5641025641025641,1475.3846153846155,1475.3846153846155,1.7782252533043474,0.9279774313639066,2.6284730752447882,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
69925949caa087a146b8dccd,dual_only,80,8.75,0.8493150684931507,1196.1780821917807,1196.1780821917807,4.170102152169363,2.549877843669571,5.790326460669156,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
699272bdfe904d1053d03405,dual_only,80,13.750000000000002,0.8115942028985508,1180.1304347826087,1180.1304347826087,2.0212887849584904,1.0178466053080681,3.0247309646089127,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,included
69934339b08d5f0fffb145f4,dual_only,80,2.5,0.8333333333333333,1246.1666666666667,1246.1666666666667,2.5014342137026793,1.5284051429465544,3.474463284458804,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
69953458bd746094a67ced96,dual_only,80,2.5,0.4871794871794871,746.5,746.5,2.709526072515004,1.3956525735341725,4.023399571495836,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
