id,participant_id,response_time,correct,trial_number,stimuli_number,response,heatmap_condition,legend_condition,label_condition,attention,time_when
36432,573b8bc2f3580b0006ce0986,850,1,48,right-7,left,right-dark,light-up,greater-up,single,2026-03-14 16:09:26.9230000
36433,600c167e28de48080e812884,514,0,53,left-9,left,left-dark,dark-up,fewer-up,single,2026-03-14 16:09:27.8900000
36434,69abace8fe8e1c23cb4aae7f,1220,1,37,right-1,right,right-dark,light-up,fewer-up,single,2026-03-14 16:09:30.2220000
36435,698caa3dd8c53ba869e20089,976,1,43,left-8,right,left-dark,light-up,greater-up,single,2026-03-14 16:09:28.5710000
36436,573b8bc2f3580b0006ce0986,972,1,49,right-2,right,right-dark,light-up,fewer-up,single,2026-03-14 16:09:29.4070000
36437,600c167e28de48080e812884,569,0,54,left-8,left,left-dark,dark-up,fewer-up,single,2026-03-14 16:09:29.9710000
36438,69abace8fe8e1c23cb4aae7f,1173,1,38,right-9,right,right-dark,light-up,fewer-up,single,2026-03-14 16:09:32.4410000
36439,698caa3dd8c53ba869e20089,939,0,44,left-9,left,left-dark,dark-up,fewer-up,single,2026-03-14 16:09:30.6200000
36440,600c167e28de48080e812884,637,1,55,right-3,right,right-dark,dark-up,greater-up,single,2026-03-14 16:09:31.6530000
36441,573b8bc2f3580b0006ce0986,1107,1,50,left-5,right,left-dark,light-up,greater-up,single,2026-03-14 16:09:32.0170000
36442,698caa3dd8c53ba869e20089,443,0,45,right-6,right,right-dark,light-up,greater-up,single,2026-03-14 16:09:32.4880000
36443,69abace8fe8e1c23cb4aae7f,722,1,39,right-4,right,right-dark,dark-up,greater-up,single,2026-03-14 16:09:34.4890000
36444,600c167e28de48080e812884,551,0,56,left-2,left,left-dark,light-up,greater-up,single,2026-03-14 16:09:33.6720000
36445,698caa3dd8c53ba869e20089,301,0,46,right-4,right,right-dark,dark-up,fewer-up,single,2026-03-14 16:09:34.0200000
36446,67a5c89e37476046227e6616,1532,1,40,left-6,right,left-dark,dark-up,fewer-up,single,2026-03-14 16:09:35.0630000
36447,573b8bc2f3580b0006ce0986,916,1,51,left-9,right,left-dark,light-up,greater-up,single,2026-03-14 16:09:34.2280000
36448,600c167e28de48080e812884,462,0,57,left-9,left,left-dark,light-up,greater-up,single,2026-03-14 16:09:35.3390000
36449,698caa3dd8c53ba869e20089,823,0,47,right-2,right,right-dark,dark-up,fewer-up,single,2026-03-14 16:09:35.8960000
36450,573b8bc2f3580b0006ce0986,1085,1,52,right-4,right,right-dark,dark-up,greater-up,single,2026-03-14 16:09:36.6220000
36451,600c167e28de48080e812884,459,0,58,left-7,left,left-dark,light-up,greater-up,single,2026-03-14 16:09:37.1290000
36452,67a5c89e37476046227e6616,1497,1,41,right-8,right,right-dark,dark-up,greater-up,single,2026-03-14 16:09:37.9650000
