participant_id,response_time,correct,trial_number,stimuli_number,response,heatmap_condition,legend_condition,label_condition,attention,time_when
5c309bb410677f0001dda0ed,1497,1,41,right-0,left,right-dark,dark-up,fewer-up,dual,54:49.3
61084e45d53567348ae45e57,1077,0,9,right-0,left,right-dark,dark-up,greater-up,single,54:50.6
6991e46740117ca6ef90cd7c,NULL,0,40,left-8,none,left-dark,light-up,fewer-up,dual,54:50.7
6544ff9e0fb2eaaf83e2de5c,1125,1,72,left-6,left,left-dark,light-up,fewer-up,dual,54:51.1
69adf22dc3c63cb295877200,1111,1,49,right-7,right,right-dark,dark-up,greater-up,dual,54:51.1
695f9da1eba3887a2214b9f6,685,1,59,right-8,right,right-dark,dark-up,greater-up,single,54:51.5
67a610387d56a92a9e3757a5,1163,1,15,left-3,right,left-dark,dark-up,fewer-up,single,54:51.7
69ab54719141883544a6c1b6,931,1,50,left-5,right,left-dark,light-up,greater-up,single,54:51.8
66eb1a41306925cf993d6490,1489,1,25,right-0,left,right-dark,dark-up,fewer-up,single,54:52.0
5c309bb410677f0001dda0ed,1127,1,42,right-5,left,right-dark,dark-up,fewer-up,dual,54:51.6
61084e45d53567348ae45e57,1179,1,10,right-9,left,right-dark,light-up,greater-up,single,54:53.0
69adf22dc3c63cb295877200,1159,1,50,left-6,left,left-dark,light-up,fewer-up,dual,54:53.4
6991e46740117ca6ef90cd7c,NULL,0,41,right-7,none,right-dark,light-up,greater-up,dual,54:53.6
6544ff9e0fb2eaaf83e2de5c,1107,0,73,right-9,right,right-dark,dark-up,fewer-up,dual,54:53.6
66d1fdd400acfdbc181f41e0,1288,1,40,left-3,right,left-dark,light-up,greater-up,dual,54:52.9
69ab54719141883544a6c1b6,892,1,51,left-4,right,left-dark,light-up,greater-up,single,54:54.0
67a610387d56a92a9e3757a5,1042,1,16,left-4,left,left-dark,dark-up,greater-up,single,54:54.2
61084e45d53567348ae45e57,941,1,11,left-2,left,left-dark,dark-up,greater-up,single,54:55.1
66eb1a41306925cf993d6490,1143,1,26,right-8,right,right-dark,light-up,fewer-up,single,54:54.7
5c309bb410677f0001dda0ed,1656,0,43,right-0,left,right-dark,light-up,fewer-up,dual,54:54.5
69adf22dc3c63cb295877200,992,0,51,right-6,right,right-dark,light-up,greater-up,dual,54:55.8
6544ff9e0fb2eaaf83e2de5c,1169,1,74,left-0,right,left-dark,light-up,greater-up,dual,54:56.0
69ab54719141883544a6c1b6,901,1,52,left-0,left,left-dark,dark-up,greater-up,single,54:56.0
66d1fdd400acfdbc181f41e0,1124,1,41,left-2,left,left-dark,dark-up,greater-up,dual,54:55.6
67a610387d56a92a9e3757a5,1061,1,17,right-9,right,right-dark,light-up,fewer-up,single,54:56.4
6991e46740117ca6ef90cd7c,NULL,0,42,right-7,none,right-dark,dark-up,fewer-up,dual,54:56.7
66eb1a41306925cf993d6490,1169,1,27,right-4,right,right-dark,light-up,fewer-up,single,54:56.9
61084e45d53567348ae45e57,1408,1,12,right-7,right,right-dark,light-up,fewer-up,single,54:57.7
5c309bb410677f0001dda0ed,1443,1,44,left-3,left,left-dark,light-up,fewer-up,dual,54:57.2
69ab54719141883544a6c1b6,1087,1,53,right-4,left,right-dark,dark-up,fewer-up,single,54:58.4
69adf22dc3c63cb295877200,1282,1,52,left-9,right,left-dark,light-up,greater-up,dual,54:58.5
67a610387d56a92a9e3757a5,1116,1,18,right-8,right,right-dark,light-up,fewer-up,single,54:58.6
6544ff9e0fb2eaaf83e2de5c,NULL,0,75,left-7,none,left-dark,dark-up,greater-up,dual,54:58.6
66d1fdd400acfdbc181f41e0,1354,1,42,right-5,left,right-dark,dark-up,fewer-up,dual,54:58.4
66eb1a41306925cf993d6490,1378,1,28,right-6,right,right-dark,light-up,fewer-up,single,54:59.5
6991e46740117ca6ef90cd7c,NULL,0,43,right-7,none,right-dark,dark-up,greater-up,dual,54:59.8
61084e45d53567348ae45e57,NULL,0,13,left-5,none,left-dark,dark-up,fewer-up,single,55:00.3
5c309bb410677f0001dda0ed,1294,1,45,right-9,right,right-dark,dark-up,greater-up,dual,54:59.8
69ab54719141883544a6c1b6,861,1,54,left-2,right,left-dark,dark-up,fewer-up,single,55:00.6
67a610387d56a92a9e3757a5,914,1,19,left-6,left,left-dark,dark-up,greater-up,single,55:00.8
69adf22dc3c63cb295877200,1153,1,53,left-1,right,left-dark,dark-up,fewer-up,dual,55:01.1
66d1fdd400acfdbc181f41e0,1012,1,43,right-6,right,right-dark,dark-up,greater-up,dual,55:00.7
6544ff9e0fb2eaaf83e2de5c,1213,0,76,right-5,left,right-dark,light-up,fewer-up,dual,55:01.8
66eb1a41306925cf993d6490,1186,1,29,right-4,left,right-dark,light-up,greater-up,single,55:01.9
6991e46740117ca6ef90cd7c,NULL,0,44,left-1,none,left-dark,dark-up,greater-up,dual,55:02.9
69ab54719141883544a6c1b6,953,1,55,right-5,left,right-dark,light-up,greater-up,single,55:02.7
61084e45d53567348ae45e57,1236,1,14,right-2,left,right-dark,dark-up,fewer-up,single,55:03.5
5c309bb410677f0001dda0ed,1291,1,46,right-1,right,right-dark,dark-up,greater-up,dual,55:02.4
69adf22dc3c63cb295877200,1502,1,54,right-7,left,right-dark,dark-up,fewer-up,dual,55:03.7
66eb1a41306925cf993d6490,938,1,30,left-8,right,left-dark,light-up,greater-up,single,55:04.3
6544ff9e0fb2eaaf83e2de5c,1729,0,77,left-9,left,left-dark,dark-up,fewer-up,dual,55:04.7
66d1fdd400acfdbc181f41e0,1676,1,44,left-3,left,left-dark,light-up,fewer-up,dual,55:03.9
61084e45d53567348ae45e57,990,1,15,right-2,right,right-dark,light-up,fewer-up,single,55:05.5
69ab54719141883544a6c1b6,1018,1,56,left-4,right,left-dark,dark-up,fewer-up,single,55:05.2
6991e46740117ca6ef90cd7c,NULL,0,45,right-4,none,right-dark,dark-up,greater-up,dual,55:05.7
5c309bb410677f0001dda0ed,1360,1,47,left-1,right,left-dark,dark-up,fewer-up,dual,55:05.1
69adf22dc3c63cb295877200,NULL,0,55,right-6,none,right-dark,light-up,fewer-up,dual,55:06.0
61084e45d53567348ae45e57,767,0,16,left-1,left,left-dark,dark-up,fewer-up,single,55:07.5
66eb1a41306925cf993d6490,1461,1,31,right-7,right,right-dark,light-up,fewer-up,single,55:07.2
66d1fdd400acfdbc181f41e0,NULL,0,45,left-9,none,left-dark,light-up,fewer-up,dual,55:06.5
69ab54719141883544a6c1b6,989,1,57,left-3,left,left-dark,light-up,fewer-up,single,55:07.4
6544ff9e0fb2eaaf83e2de5c,1598,1,78,right-7,right,right-dark,light-up,fewer-up,dual,55:07.4
6991e46740117ca6ef90cd7c,NULL,0,46,right-5,none,right-dark,dark-up,greater-up,dual,55:08.7
5c309bb410677f0001dda0ed,1541,1,48,right-5,left,right-dark,light-up,greater-up,dual,55:07.9
69adf22dc3c63cb295877200,1148,0,56,right-9,right,right-dark,dark-up,fewer-up,dual,55:09.0
66eb1a41306925cf993d6490,1021,0,32,left-7,right,left-dark,light-up,fewer-up,single,55:09.5
61084e45d53567348ae45e57,NULL,0,17,right-3,none,right-dark,dark-up,fewer-up,single,55:10.3
69ab54719141883544a6c1b6,1282,1,58,right-8,left,right-dark,dark-up,fewer-up,single,55:10.0
6544ff9e0fb2eaaf83e2de5c,1521,0,79,right-0,right,right-dark,dark-up,fewer-up,dual,55:10.2
66d1fdd400acfdbc181f41e0,1396,1,46,left-6,left,left-dark,dark-up,greater-up,dual,55:09.5
5c309bb410677f0001dda0ed,1140,1,49,left-8,right,left-dark,dark-up,fewer-up,dual,55:10.3
69adf22dc3c63cb295877200,1352,1,57,right-5,left,right-dark,light-up,greater-up,dual,55:11.5
6991e46740117ca6ef90cd7c,NULL,0,47,right-7,none,right-dark,light-up,fewer-up,dual,55:11.8
66eb1a41306925cf993d6490,1260,1,33,right-1,right,right-dark,light-up,fewer-up,single,55:11.9
69ab54719141883544a6c1b6,820,1,59,right-6,left,right-dark,light-up,greater-up,single,55:12.2
66d1fdd400acfdbc181f41e0,907,1,47,left-0,left,left-dark,dark-up,greater-up,dual,55:11.6
67a610387d56a92a9e3757a5,1459,1,20,left-0,right,left-dark,dark-up,fewer-up,single,55:12.5
61084e45d53567348ae45e57,NULL,0,18,left-5,none,left-dark,dark-up,greater-up,single,55:13.5
5c309bb410677f0001dda0ed,1221,1,50,left-5,left,left-dark,dark-up,greater-up,dual,55:12.5
69adf22dc3c63cb295877200,1591,1,58,right-9,right,right-dark,dark-up,greater-up,dual,55:14.4
66eb1a41306925cf993d6490,1486,1,34,left-4,right,left-dark,dark-up,fewer-up,single,55:14.6
67a610387d56a92a9e3757a5,1058,1,21,left-1,left,left-dark,light-up,fewer-up,single,55:14.9
6991e46740117ca6ef90cd7c,1457,1,48,right-2,left,right-dark,light-up,greater-up,dual,55:15.2
66d1fdd400acfdbc181f41e0,1248,1,48,right-5,right,right-dark,light-up,fewer-up,dual,55:14.4
61084e45d53567348ae45e57,NULL,0,19,right-0,none,right-dark,light-up,greater-up,single,55:16.3
5c309bb410677f0001dda0ed,1362,1,51,left-6,right,left-dark,dark-up,fewer-up,dual,55:15.4
69ab54719141883544a6c1b6,857,1,60,left-9,left,left-dark,light-up,fewer-up,single,55:16.6
69adf22dc3c63cb295877200,1445,0,59,left-4,left,left-dark,dark-up,fewer-up,dual,55:17.1
67a610387d56a92a9e3757a5,1106,1,22,right-0,left,right-dark,dark-up,fewer-up,single,55:17.1
66eb1a41306925cf993d6490,1529,1,35,left-1,left,left-dark,light-up,fewer-up,single,55:17.2
66d1fdd400acfdbc181f41e0,1249,1,49,right-4,left,right-dark,light-up,greater-up,dual,55:17.0
6991e46740117ca6ef90cd7c,1642,1,49,left-6,left,left-dark,dark-up,greater-up,dual,55:18.4
5c309bb410677f0001dda0ed,1363,1,52,right-6,left,right-dark,light-up,greater-up,dual,55:18.0
69ab54719141883544a6c1b6,764,1,61,right-2,right,right-dark,light-up,fewer-up,single,55:18.8
67a610387d56a92a9e3757a5,798,1,23,right-2,right,right-dark,dark-up,greater-up,single,55:19.3
66eb1a41306925cf993d6490,1303,1,36,left-7,right,left-dark,light-up,greater-up,single,55:19.7
66d1fdd400acfdbc181f41e0,1304,0,50,left-8,right,left-dark,light-up,fewer-up,dual,55:19.5
6991e46740117ca6ef90cd7c,NULL,0,50,right-5,none,right-dark,dark-up,fewer-up,dual,55:21.0
69ab54719141883544a6c1b6,809,1,62,right-3,left,right-dark,dark-up,fewer-up,single,55:20.9
5c309bb410677f0001dda0ed,1255,1,53,right-4,right,right-dark,light-up,fewer-up,dual,55:20.7
695f9da1eba3887a2214b9f6,992,1,60,right-4,right,right-dark,light-up,fewer-up,single,55:21.1
67a610387d56a92a9e3757a5,908,1,24,left-8,left,left-dark,dark-up,greater-up,single,55:21.5
66eb1a41306925cf993d6490,1424,1,37,left-5,right,left-dark,dark-up,fewer-up,single,55:22.5
69ab54719141883544a6c1b6,786,1,63,left-2,right,left-dark,light-up,greater-up,single,55:22.8
66d1fdd400acfdbc181f41e0,1275,1,51,left-1,right,left-dark,dark-up,fewer-up,dual,55:22.1
695f9da1eba3887a2214b9f6,984,1,61,left-8,right,left-dark,dark-up,fewer-up,single,55:23.2
6991e46740117ca6ef90cd7c,NULL,0,51,left-8,none,left-dark,dark-up,fewer-up,dual,55:23.8
67a610387d56a92a9e3757a5,1038,1,25,left-8,left,left-dark,light-up,fewer-up,single,55:23.8
5c309bb410677f0001dda0ed,1556,0,54,left-3,right,left-dark,dark-up,greater-up,dual,55:23.8
66eb1a41306925cf993d6490,957,1,38,left-8,left,left-dark,dark-up,greater-up,single,55:24.7
69ab54719141883544a6c1b6,762,1,64,right-9,right,right-dark,dark-up,greater-up,single,55:24.9
695f9da1eba3887a2214b9f6,785,1,62,right-0,right,right-dark,dark-up,greater-up,single,55:25.3
69adf22dc3c63cb295877200,1228,1,60,left-5,left,left-dark,dark-up,greater-up,dual,55:25.5
66d1fdd400acfdbc181f41e0,1519,1,52,left-1,left,left-dark,light-up,fewer-up,dual,55:24.9
67a610387d56a92a9e3757a5,1048,1,26,left-1,right,left-dark,dark-up,fewer-up,single,55:26.1
5c309bb410677f0001dda0ed,1108,1,55,right-6,left,right-dark,dark-up,fewer-up,dual,55:26.0
6991e46740117ca6ef90cd7c,NULL,0,52,right-4,none,right-dark,dark-up,fewer-up,dual,55:26.8
66eb1a41306925cf993d6490,1222,1,39,right-2,right,right-dark,dark-up,greater-up,single,55:27.2
69ab54719141883544a6c1b6,918,1,65,right-7,left,right-dark,dark-up,fewer-up,single,55:27.2
695f9da1eba3887a2214b9f6,955,1,63,right-0,left,right-dark,dark-up,fewer-up,single,55:27.7
67a610387d56a92a9e3757a5,802,1,27,left-7,right,left-dark,light-up,greater-up,single,55:28.1
69adf22dc3c63cb295877200,1243,0,61,right-2,left,right-dark,light-up,fewer-up,dual,55:28.2
66d1fdd400acfdbc181f41e0,1231,1,53,right-5,right,right-dark,dark-up,greater-up,dual,55:27.6
69ab54719141883544a6c1b6,782,1,66,right-8,left,right-dark,light-up,greater-up,single,55:29.2
5c309bb410677f0001dda0ed,1324,1,56,left-1,left,left-dark,light-up,fewer-up,dual,55:28.7
6991e46740117ca6ef90cd7c,NULL,0,53,left-4,none,left-dark,dark-up,fewer-up,dual,55:30.0
695f9da1eba3887a2214b9f6,916,1,64,right-2,left,right-dark,dark-up,fewer-up,single,55:29.9
69adf22dc3c63cb295877200,1185,0,62,right-6,right,right-dark,dark-up,fewer-up,dual,55:30.6
67a610387d56a92a9e3757a5,1294,1,28,right-5,left,right-dark,dark-up,fewer-up,single,55:30.7
66d1fdd400acfdbc181f41e0,1209,1,54,right-1,left,right-dark,light-up,greater-up,dual,55:30.0
69ab54719141883544a6c1b6,783,1,67,left-3,left,left-dark,dark-up,greater-up,single,55:31.3
5c309bb410677f0001dda0ed,1025,1,57,right-4,right,right-dark,dark-up,greater-up,dual,55:31.1
695f9da1eba3887a2214b9f6,1045,1,65,left-2,right,left-dark,dark-up,fewer-up,single,55:32.2
67a610387d56a92a9e3757a5,1128,1,29,right-7,right,right-dark,light-up,fewer-up,single,55:32.8
6991e46740117ca6ef90cd7c,NULL,0,54,right-8,none,right-dark,dark-up,greater-up,dual,55:33.2
69adf22dc3c63cb295877200,1350,0,63,left-8,left,left-dark,dark-up,fewer-up,dual,55:33.2
69ab54719141883544a6c1b6,876,1,68,left-2,left,left-dark,light-up,fewer-up,single,55:33.3
66d1fdd400acfdbc181f41e0,1365,1,55,right-1,right,right-dark,light-up,fewer-up,dual,55:32.7
5c2d187569ceff00011417de,NULL,0,0,right-0,none,right-dark,dark-up,fewer-up,dual,55:33.0
5c309bb410677f0001dda0ed,1094,1,58,left-8,left,left-dark,light-up,fewer-up,dual,55:33.5
695f9da1eba3887a2214b9f6,918,1,66,left-4,left,left-dark,light-up,fewer-up,single,55:34.1
67a610387d56a92a9e3757a5,851,1,30,right-2,left,right-dark,light-up,greater-up,single,55:34.8
69ab54719141883544a6c1b6,905,1,69,left-8,right,left-dark,dark-up,fewer-up,single,55:35.5
69adf22dc3c63cb295877200,1258,0,64,right-2,left,right-dark,dark-up,greater-up,dual,55:36.0
66d1fdd400acfdbc181f41e0,1284,1,56,left-5,left,left-dark,light-up,fewer-up,dual,55:35.2
6991e46740117ca6ef90cd7c,1371,0,55,right-9,left,right-dark,dark-up,greater-up,dual,55:36.3
5c2d187569ceff00011417de,917,0,1,right-3,right,right-dark,light-up,greater-up,dual,55:35.6
695f9da1eba3887a2214b9f6,848,1,67,right-2,right,right-dark,light-up,fewer-up,single,55:36.5
5c309bb410677f0001dda0ed,1728,1,59,right-9,right,right-dark,light-up,fewer-up,dual,55:36.4
67a610387d56a92a9e3757a5,1113,1,31,right-2,right,right-dark,light-up,fewer-up,single,55:37.4
69ab54719141883544a6c1b6,970,1,70,right-5,right,right-dark,light-up,fewer-up,single,55:37.6
5c2d187569ceff00011417de,885,1,2,left-6,left,left-dark,light-up,fewer-up,dual,55:37.8
66d1fdd400acfdbc181f41e0,1492,0,57,right-9,right,right-dark,light-up,greater-up,dual,55:37.9
69adf22dc3c63cb295877200,1645,1,65,left-0,right,left-dark,light-up,greater-up,dual,55:38.8
695f9da1eba3887a2214b9f6,807,1,68,left-2,left,left-dark,dark-up,greater-up,single,55:38.5
6991e46740117ca6ef90cd7c,NULL,0,56,left-3,none,left-dark,dark-up,greater-up,dual,55:39.0
67a610387d56a92a9e3757a5,813,1,32,right-6,left,right-dark,light-up,greater-up,single,55:39.6
69ab54719141883544a6c1b6,795,1,71,left-2,left,left-dark,dark-up,greater-up,single,55:39.8
5c2d187569ceff00011417de,772,1,3,left-2,left,left-dark,dark-up,greater-up,dual,55:39.9
66eb1a41306925cf993d6490,1078,1,40,right-2,left,right-dark,dark-up,fewer-up,single,55:40.6
695f9da1eba3887a2214b9f6,932,1,69,right-3,right,right-dark,light-up,fewer-up,single,55:40.6
66d1fdd400acfdbc181f41e0,1285,1,58,right-4,left,right-dark,dark-up,fewer-up,dual,55:40.4
69adf22dc3c63cb295877200,1464,1,66,right-3,left,right-dark,dark-up,fewer-up,dual,55:41.7
67a610387d56a92a9e3757a5,878,1,33,right-3,left,right-dark,light-up,greater-up,single,55:41.7
69ab54719141883544a6c1b6,727,1,72,right-4,right,right-dark,dark-up,greater-up,single,55:41.9
5c2d187569ceff00011417de,465,0,4,left-9,left,left-dark,light-up,greater-up,dual,55:41.5
6991e46740117ca6ef90cd7c,NULL,0,57,right-3,none,right-dark,light-up,fewer-up,dual,55:42.3
66eb1a41306925cf993d6490,901,1,41,right-9,left,right-dark,light-up,greater-up,single,55:42.8
695f9da1eba3887a2214b9f6,688,1,70,left-8,left,left-dark,dark-up,greater-up,single,55:42.7
67a610387d56a92a9e3757a5,898,1,34,right-7,left,right-dark,light-up,greater-up,single,55:43.8
69ab54719141883544a6c1b6,815,1,73,left-6,right,left-dark,light-up,greater-up,single,55:44.0
66d1fdd400acfdbc181f41e0,1599,1,59,left-7,left,left-dark,light-up,fewer-up,dual,55:43.5
69adf22dc3c63cb295877200,NULL,0,67,left-3,none,left-dark,light-up,greater-up,dual,55:44.3
5c2d187569ceff00011417de,853,1,5,right-0,right,right-dark,dark-up,greater-up,dual,55:43.8
5c309bb410677f0001dda0ed,904,1,60,right-2,right,right-dark,dark-up,greater-up,dual,55:43.9
695f9da1eba3887a2214b9f6,917,1,71,right-1,left,right-dark,dark-up,fewer-up,single,55:44.9
66eb1a41306925cf993d6490,1176,1,42,right-5,left,right-dark,dark-up,fewer-up,single,55:45.5
6991e46740117ca6ef90cd7c,1326,1,58,left-9,right,left-dark,light-up,greater-up,dual,55:45.6
67a610387d56a92a9e3757a5,962,1,35,right-7,right,right-dark,dark-up,greater-up,single,55:45.8
69ab54719141883544a6c1b6,940,1,74,right-2,left,right-dark,dark-up,fewer-up,single,55:46.0
5c2d187569ceff00011417de,1123,0,6,left-1,right,left-dark,light-up,fewer-up,dual,55:46.2
5c309bb410677f0001dda0ed,1064,1,61,left-6,left,left-dark,light-up,fewer-up,dual,55:46.3
69adf22dc3c63cb295877200,1052,1,68,left-1,left,left-dark,dark-up,greater-up,dual,55:47.3
695f9da1eba3887a2214b9f6,979,1,72,right-0,left,right-dark,light-up,greater-up,single,55:47.4
66eb1a41306925cf993d6490,943,1,43,right-0,right,right-dark,light-up,fewer-up,single,55:47.7
69ab54719141883544a6c1b6,871,1,75,left-0,right,left-dark,dark-up,fewer-up,single,55:48.1
67a610387d56a92a9e3757a5,834,1,36,right-0,right,right-dark,dark-up,greater-up,single,55:48.0
6991e46740117ca6ef90cd7c,1420,0,59,left-5,right,left-dark,dark-up,greater-up,dual,55:48.5
5c309bb410677f0001dda0ed,808,1,62,right-3,right,right-dark,dark-up,greater-up,dual,55:48.3
695f9da1eba3887a2214b9f6,633,1,73,right-5,left,right-dark,light-up,greater-up,single,55:49.2
5c2d187569ceff00011417de,1302,1,7,left-9,left,left-dark,dark-up,greater-up,dual,55:48.9
69adf22dc3c63cb295877200,1285,1,69,left-6,right,left-dark,light-up,greater-up,dual,55:49.9
66eb1a41306925cf993d6490,1142,1,44,right-6,left,right-dark,dark-up,fewer-up,single,55:50.2
69ab54719141883544a6c1b6,803,1,76,right-1,left,right-dark,light-up,greater-up,single,55:50.2
67a610387d56a92a9e3757a5,873,1,37,right-4,right,right-dark,dark-up,greater-up,single,55:50.2
5c309bb410677f0001dda0ed,1259,0,63,right-7,left,right-dark,light-up,fewer-up,dual,55:50.8
5c2d187569ceff00011417de,1303,1,8,right-9,left,right-dark,dark-up,fewer-up,dual,55:51.4
695f9da1eba3887a2214b9f6,1239,1,74,right-7,right,right-dark,light-up,fewer-up,single,55:51.8
69ab54719141883544a6c1b6,805,1,77,left-1,right,left-dark,dark-up,fewer-up,single,55:52.4
69adf22dc3c63cb295877200,1189,1,70,left-6,right,left-dark,dark-up,fewer-up,dual,55:52.5
66eb1a41306925cf993d6490,1144,1,45,right-5,right,right-dark,light-up,fewer-up,single,55:52.8
67a610387d56a92a9e3757a5,1171,1,38,right-1,left,right-dark,dark-up,fewer-up,single,55:52.8
5ac5260dfa3b4e0001736dd3,1068,0,0,right-4,right,right-dark,light-up,greater-up,single,55:53.0
5c309bb410677f0001dda0ed,1056,1,64,right-1,right,right-dark,light-up,fewer-up,dual,55:53.0
695f9da1eba3887a2214b9f6,898,1,75,left-5,left,left-dark,light-up,fewer-up,single,55:54.0
6991e46740117ca6ef90cd7c,NULL,0,60,left-8,none,left-dark,light-up,greater-up,dual,55:54.5
69ab54719141883544a6c1b6,844,1,78,left-6,right,left-dark,dark-up,fewer-up,single,55:54.6
5c2d187569ceff00011417de,1455,0,9,left-5,right,left-dark,light-up,fewer-up,dual,55:54.2
66eb1a41306925cf993d6490,920,1,46,right-7,left,right-dark,light-up,greater-up,single,55:54.8
5ac5260dfa3b4e0001736dd3,364,1,1,left-4,left,left-dark,dark-up,greater-up,single,55:54.9
67a610387d56a92a9e3757a5,1266,1,39,left-4,right,left-dark,dark-up,fewer-up,single,55:55.2
69adf22dc3c63cb295877200,1260,1,71,right-0,left,right-dark,light-up,greater-up,dual,55:55.4
5c309bb410677f0001dda0ed,1081,1,65,right-0,left,right-dark,light-up,greater-up,dual,55:55.6
5c2d187569ceff00011417de,707,0,10,right-2,right,right-dark,light-up,greater-up,dual,55:56.3
5ac5260dfa3b4e0001736dd3,815,0,2,left-1,left,left-dark,light-up,greater-up,single,55:56.9
695f9da1eba3887a2214b9f6,1273,1,76,right-7,left,right-dark,dark-up,fewer-up,single,55:56.7
69ab54719141883544a6c1b6,872,1,79,right-4,left,right-dark,light-up,greater-up,single,55:57.0
66eb1a41306925cf993d6490,942,1,47,right-9,right,right-dark,dark-up,greater-up,single,55:57.1
6991e46740117ca6ef90cd7c,1407,0,61,right-9,right,right-dark,dark-up,fewer-up,dual,55:57.7
69adf22dc3c63cb295877200,1382,1,72,left-9,right,left-dark,dark-up,fewer-up,dual,55:58.0
695f9da1eba3887a2214b9f6,944,1,77,right-8,left,right-dark,light-up,greater-up,single,55:58.9
5c309bb410677f0001dda0ed,1654,1,66,left-0,right,left-dark,light-up,greater-up,dual,55:58.6
5ac5260dfa3b4e0001736dd3,971,1,3,left-2,right,left-dark,light-up,greater-up,single,55:59.4
5c2d187569ceff00011417de,1355,0,11,right-9,left,right-dark,light-up,fewer-up,dual,55:59.1
66eb1a41306925cf993d6490,1141,1,48,right-0,right,right-dark,dark-up,greater-up,single,55:59.7
6991e46740117ca6ef90cd7c,1168,0,62,left-2,right,left-dark,dark-up,greater-up,dual,56:00.4
66d1fdd400acfdbc181f41e0,1260,1,60,right-2,left,right-dark,light-up,greater-up,dual,55:59.8
69adf22dc3c63cb295877200,1557,1,73,right-6,right,right-dark,dark-up,greater-up,dual,56:00.7
695f9da1eba3887a2214b9f6,789,1,78,left-9,left,left-dark,dark-up,greater-up,single,56:01.1
5ac5260dfa3b4e0001736dd3,1001,1,4,left-1,left,left-dark,dark-up,greater-up,single,56:01.6
5c2d187569ceff00011417de,836,1,12,right-5,right,right-dark,light-up,fewer-up,dual,56:01.2
5c309bb410677f0001dda0ed,1152,1,67,left-3,right,left-dark,dark-up,fewer-up,dual,56:01.3
66eb1a41306925cf993d6490,1333,1,49,left-6,right,left-dark,light-up,greater-up,single,56:02.5
6991e46740117ca6ef90cd7c,1464,0,63,right-9,left,right-dark,light-up,fewer-up,dual,56:03.0
66d1fdd400acfdbc181f41e0,1362,1,61,left-5,right,left-dark,light-up,greater-up,dual,56:02.3
69adf22dc3c63cb295877200,1317,0,74,right-0,right,right-dark,dark-up,fewer-up,dual,56:03.2
695f9da1eba3887a2214b9f6,810,1,79,right-0,right,right-dark,light-up,fewer-up,single,56:03.3
5c2d187569ceff00011417de,665,1,13,right-1,right,right-dark,light-up,fewer-up,dual,56:03.3
5ac5260dfa3b4e0001736dd3,1446,0,5,right-0,right,right-dark,light-up,greater-up,single,56:04.3
5c309bb410677f0001dda0ed,NULL,0,68,right-1,none,right-dark,light-up,greater-up,dual,56:03.9
66eb1a41306925cf993d6490,1094,1,50,right-3,left,right-dark,dark-up,fewer-up,single,56:04.9
6991e46740117ca6ef90cd7c,1617,0,64,left-2,right,left-dark,light-up,fewer-up,dual,56:05.7
66d1fdd400acfdbc181f41e0,1194,0,62,left-0,left,left-dark,dark-up,fewer-up,dual,56:04.8
61084e45d53567348ae45e57,1325,1,20,right-0,left,right-dark,dark-up,fewer-up,single,56:06.1
69adf22dc3c63cb295877200,1273,1,75,right-4,right,right-dark,dark-up,greater-up,dual,56:06.0
5c2d187569ceff00011417de,1135,1,14,right-1,right,right-dark,dark-up,greater-up,dual,56:05.5
5ac5260dfa3b4e0001736dd3,1295,0,6,left-4,left,left-dark,light-up,greater-up,single,56:06.6
66eb1a41306925cf993d6490,1408,1,51,left-8,left,left-dark,light-up,fewer-up,single,56:07.4
5c309bb410677f0001dda0ed,1122,1,69,right-6,right,right-dark,dark-up,greater-up,dual,56:06.9
67a610387d56a92a9e3757a5,1106,1,40,left-1,left,left-dark,dark-up,greater-up,single,56:07.4
61084e45d53567348ae45e57,1006,0,21,right-5,right,right-dark,dark-up,fewer-up,single,56:08.3
67164d40becf6c95181afe97,NULL,0,60,right-0,none,right-dark,dark-up,fewer-up,dual,56:08.5
6991e46740117ca6ef90cd7c,NULL,0,65,left-6,none,left-dark,dark-up,fewer-up,dual,56:08.0
5c2d187569ceff00011417de,1010,0,15,left-0,right,left-dark,light-up,fewer-up,dual,56:08.0
5ac5260dfa3b4e0001736dd3,365,0,7,left-8,right,left-dark,light-up,fewer-up,single,56:08.5
69adf22dc3c63cb295877200,1298,1,76,right-5,right,right-dark,light-up,fewer-up,dual,56:08.8
66d1fdd400acfdbc181f41e0,1378,1,63,left-1,right,left-dark,light-up,greater-up,dual,56:07.5
66eb1a41306925cf993d6490,1127,1,52,right-4,right,right-dark,dark-up,greater-up,single,56:09.6
5c309bb410677f0001dda0ed,910,1,70,right-0,right,right-dark,dark-up,greater-up,dual,56:09.1
61084e45d53567348ae45e57,989,1,22,right-8,right,right-dark,dark-up,greater-up,single,56:10.5
67a610387d56a92a9e3757a5,1080,1,41,right-9,left,right-dark,light-up,greater-up,single,56:10.0
66d1fdd400acfdbc181f41e0,1133,1,64,left-8,right,left-dark,light-up,greater-up,dual,56:09.8
67164d40becf6c95181afe97,1089,1,61,left-1,left,left-dark,dark-up,greater-up,dual,56:11.7
5c2d187569ceff00011417de,1227,0,16,left-2,left,left-dark,dark-up,fewer-up,dual,56:10.4
5ac5260dfa3b4e0001736dd3,NULL,0,8,left-5,none,left-dark,light-up,greater-up,single,56:11.4
6991e46740117ca6ef90cd7c,1625,1,66,right-6,left,right-dark,light-up,greater-up,dual,56:11.6
