participant_id,response_time,correct,trial_number,stimuli_number,response,heatmap_condition,legend_condition,label_condition,attention,time_when
5fab3afc780978629141d35f,942,1,1,right-5,left,right-dark,dark-up,fewer-up,single,40:29.9
5b4d64a9b8b20a00015a850e,399,1,68,right-1,right,right-dark,dark-up,greater-up,dual,40:30.4
5fab3afc780978629141d35f,1124,1,2,left-7,left,left-dark,light-up,fewer-up,single,40:32.4
5b4d64a9b8b20a00015a850e,1092,1,69,left-3,right,left-dark,dark-up,fewer-up,dual,40:32.9
5fab3afc780978629141d35f,981,1,3,left-6,left,left-dark,light-up,fewer-up,single,40:34.9
5b4d64a9b8b20a00015a850e,701,0,70,right-0,right,right-dark,dark-up,fewer-up,dual,40:34.6
5b4d64a9b8b20a00015a850e,612,1,71,left-6,right,left-dark,dark-up,fewer-up,dual,40:36.4
5fab3afc780978629141d35f,1681,1,4,left-6,right,left-dark,dark-up,fewer-up,single,40:38.1
5b4d64a9b8b20a00015a850e,626,0,72,right-7,right,right-dark,dark-up,fewer-up,dual,40:38.1
5fab3afc780978629141d35f,913,1,5,left-2,right,left-dark,light-up,greater-up,single,40:40.3
5b4d64a9b8b20a00015a850e,499,0,73,right-5,right,right-dark,dark-up,fewer-up,dual,40:39.8
5fab3afc780978629141d35f,1013,1,6,left-4,right,left-dark,light-up,greater-up,single,40:42.4
5b4d64a9b8b20a00015a850e,NULL,0,74,left-7,none,left-dark,dark-up,greater-up,dual,40:42.1
5fab3afc780978629141d35f,1258,1,7,left-7,right,left-dark,light-up,greater-up,single,40:45.0
5b4d64a9b8b20a00015a850e,458,1,75,left-4,right,left-dark,light-up,greater-up,dual,40:44.3
5b4d64a9b8b20a00015a850e,622,1,76,right-4,right,right-dark,dark-up,greater-up,dual,40:46.3
5fab3afc780978629141d35f,1031,1,8,left-3,right,left-dark,dark-up,fewer-up,single,40:47.3
5b4d64a9b8b20a00015a850e,794,0,77,right-4,right,right-dark,dark-up,fewer-up,dual,40:48.2
5fab3afc780978629141d35f,1366,1,9,right-3,right,right-dark,light-up,fewer-up,single,40:50.2
5b4d64a9b8b20a00015a850e,400,1,78,right-2,right,right-dark,light-up,fewer-up,dual,40:50.0
5fab3afc780978629141d35f,1154,1,10,right-8,right,right-dark,light-up,fewer-up,single,40:52.5
5b4d64a9b8b20a00015a850e,1016,0,79,right-8,right,right-dark,dark-up,fewer-up,dual,40:52.2
5fab3afc780978629141d35f,1096,1,11,right-0,right,right-dark,dark-up,greater-up,single,40:54.7
5fab3afc780978629141d35f,1174,1,12,right-6,left,right-dark,dark-up,fewer-up,single,40:57.2
5fab3afc780978629141d35f,1213,1,13,right-2,left,right-dark,light-up,greater-up,single,40:59.9
5fab3afc780978629141d35f,NULL,0,14,left-2,none,left-dark,light-up,fewer-up,single,41:02.6
5fab3afc780978629141d35f,1175,1,15,right-8,left,right-dark,light-up,greater-up,single,41:05.7
5fab3afc780978629141d35f,1071,1,16,right-9,right,right-dark,light-up,fewer-up,single,41:08.3
5fab3afc780978629141d35f,1309,1,17,left-3,right,left-dark,light-up,greater-up,single,41:10.9
5fab3afc780978629141d35f,1416,1,18,right-5,right,right-dark,light-up,fewer-up,single,41:13.5
5fab3afc780978629141d35f,1258,1,19,left-4,right,left-dark,dark-up,fewer-up,single,41:16.2
5fab3afc780978629141d35f,1139,1,20,left-5,right,left-dark,light-up,greater-up,single,41:23.5
5fab3afc780978629141d35f,896,1,21,left-1,right,left-dark,light-up,greater-up,single,41:25.4
5fab3afc780978629141d35f,950,1,22,left-8,right,left-dark,dark-up,fewer-up,single,41:27.8
5fab3afc780978629141d35f,1133,1,23,left-0,left,left-dark,light-up,fewer-up,single,41:30.1
5fab3afc780978629141d35f,1249,1,24,right-6,right,right-dark,light-up,fewer-up,single,41:32.8
5fab3afc780978629141d35f,1030,0,25,left-9,right,left-dark,dark-up,greater-up,single,41:35.2
5fab3afc780978629141d35f,1198,1,26,right-7,left,right-dark,dark-up,fewer-up,single,41:37.5
5fab3afc780978629141d35f,1060,1,27,right-4,left,right-dark,light-up,greater-up,single,41:40.0
5fab3afc780978629141d35f,1032,1,28,left-5,left,left-dark,dark-up,greater-up,single,41:42.4
5fab3afc780978629141d35f,1265,1,29,left-5,left,left-dark,light-up,fewer-up,single,41:44.8
5fab3afc780978629141d35f,1226,1,30,left-1,right,left-dark,dark-up,fewer-up,single,41:47.1
5fab3afc780978629141d35f,1370,1,31,right-4,right,right-dark,light-up,fewer-up,single,41:49.7
5fab3afc780978629141d35f,1286,1,32,left-5,right,left-dark,dark-up,fewer-up,single,41:52.1
5fab3afc780978629141d35f,1464,1,33,right-6,right,right-dark,dark-up,greater-up,single,41:55.0
5fab3afc780978629141d35f,1242,1,34,right-9,left,right-dark,dark-up,fewer-up,single,41:57.5
5fab3afc780978629141d35f,1437,1,35,right-5,left,right-dark,light-up,greater-up,single,42:00.0
5fab3afc780978629141d35f,1281,1,36,left-0,right,left-dark,dark-up,fewer-up,single,42:02.6
5fab3afc780978629141d35f,1174,1,37,right-1,right,right-dark,light-up,fewer-up,single,42:04.9
5fab3afc780978629141d35f,1075,1,38,right-3,left,right-dark,light-up,greater-up,single,42:07.5
5fab3afc780978629141d35f,1252,1,39,left-9,left,left-dark,light-up,fewer-up,single,42:10.0
5fab3afc780978629141d35f,1206,1,40,right-0,right,right-dark,light-up,fewer-up,single,42:20.4
5fab3afc780978629141d35f,1450,1,41,left-6,left,left-dark,dark-up,greater-up,single,42:23.0
5fab3afc780978629141d35f,948,1,42,right-8,right,right-dark,dark-up,greater-up,single,42:25.2
5fab3afc780978629141d35f,1167,1,43,left-7,left,left-dark,dark-up,greater-up,single,42:27.7
5fab3afc780978629141d35f,960,1,44,right-0,left,right-dark,light-up,greater-up,single,42:29.8
5fab3afc780978629141d35f,904,1,45,right-2,right,right-dark,light-up,fewer-up,single,42:31.9
5fab3afc780978629141d35f,1349,1,46,left-4,left,left-dark,light-up,fewer-up,single,42:34.4
5fab3afc780978629141d35f,1457,1,47,right-6,left,right-dark,light-up,greater-up,single,42:37.3
5fab3afc780978629141d35f,788,1,48,left-8,right,left-dark,light-up,greater-up,single,42:39.4
5fab3afc780978629141d35f,1273,1,49,right-1,right,right-dark,dark-up,greater-up,single,42:41.9
5fab3afc780978629141d35f,945,1,50,right-7,right,right-dark,dark-up,greater-up,single,42:44.2
5fab3afc780978629141d35f,1068,1,51,left-2,right,left-dark,dark-up,fewer-up,single,42:46.5
5fab3afc780978629141d35f,1102,1,52,left-6,right,left-dark,light-up,greater-up,single,42:48.9
5fab3afc780978629141d35f,NULL,0,53,left-8,none,left-dark,dark-up,greater-up,single,42:51.6
5fab3afc780978629141d35f,1003,1,54,right-4,left,right-dark,dark-up,fewer-up,single,42:54.3
5fab3afc780978629141d35f,1158,1,55,right-8,left,right-dark,dark-up,fewer-up,single,42:56.6
5fab3afc780978629141d35f,1381,1,56,left-9,right,left-dark,dark-up,fewer-up,single,42:59.0
5fab3afc780978629141d35f,1504,1,57,right-7,left,right-dark,light-up,greater-up,single,43:01.7
5fab3afc780978629141d35f,994,1,58,right-5,right,right-dark,dark-up,greater-up,single,43:03.7
5fab3afc780978629141d35f,1306,0,59,left-7,left,left-dark,dark-up,fewer-up,single,43:06.4
5fab3afc780978629141d35f,916,1,60,left-8,left,left-dark,light-up,fewer-up,single,43:13.2
5fab3afc780978629141d35f,755,1,61,right-4,right,right-dark,dark-up,greater-up,single,43:15.4
5fab3afc780978629141d35f,1450,1,62,left-0,left,left-dark,dark-up,greater-up,single,43:18.0
5fab3afc780978629141d35f,979,1,63,left-3,left,left-dark,light-up,fewer-up,single,43:20.1
5fab3afc780978629141d35f,947,1,64,right-1,left,right-dark,light-up,greater-up,single,43:22.2
5fab3afc780978629141d35f,1134,1,65,right-2,right,right-dark,dark-up,greater-up,single,43:25.0
5fab3afc780978629141d35f,1248,1,66,left-9,right,left-dark,light-up,greater-up,single,43:27.6
5fab3afc780978629141d35f,900,1,67,right-9,right,right-dark,dark-up,greater-up,single,43:29.8
5fab3afc780978629141d35f,989,1,68,right-9,left,right-dark,light-up,greater-up,single,43:32.0
5fab3afc780978629141d35f,763,1,69,left-0,right,left-dark,light-up,greater-up,single,43:33.8
5fab3afc780978629141d35f,1169,1,70,right-2,left,right-dark,dark-up,fewer-up,single,43:36.1
5fab3afc780978629141d35f,909,1,71,left-3,left,left-dark,dark-up,greater-up,single,43:38.1
5fab3afc780978629141d35f,979,1,72,right-3,left,right-dark,dark-up,fewer-up,single,43:40.6
5fab3afc780978629141d35f,857,1,73,left-1,left,left-dark,dark-up,greater-up,single,43:42.9
5fab3afc780978629141d35f,1157,1,74,right-7,right,right-dark,light-up,fewer-up,single,43:45.2
5fab3afc780978629141d35f,1124,1,75,left-1,left,left-dark,light-up,fewer-up,single,43:47.3
5fab3afc780978629141d35f,893,1,76,left-2,left,left-dark,dark-up,greater-up,single,43:49.7
5fab3afc780978629141d35f,818,1,77,right-3,right,right-dark,dark-up,greater-up,single,43:51.8
5fab3afc780978629141d35f,1085,1,78,right-0,left,right-dark,dark-up,fewer-up,single,43:54.4
5fab3afc780978629141d35f,1104,1,79,left-4,left,left-dark,dark-up,greater-up,single,43:56.9
6705977e4d70a709a02b2b4f,NULL,0,0,right-5,none,right-dark,dark-up,fewer-up,dual,49:54.5
6705977e4d70a709a02b2b4f,984,1,1,left-1,left,left-dark,light-up,fewer-up,dual,49:57.2
6705977e4d70a709a02b2b4f,1228,1,2,left-4,left,left-dark,dark-up,greater-up,dual,49:59.7
6705977e4d70a709a02b2b4f,1361,0,3,right-7,right,right-dark,light-up,greater-up,dual,50:02.7
6705977e4d70a709a02b2b4f,1764,1,4,left-2,right,left-dark,dark-up,fewer-up,dual,50:05.8
6705977e4d70a709a02b2b4f,1558,1,5,right-6,left,right-dark,light-up,greater-up,dual,50:09.0
6705977e4d70a709a02b2b4f,1305,0,6,right-2,left,right-dark,dark-up,greater-up,dual,50:11.8
6705977e4d70a709a02b2b4f,1620,1,7,right-9,right,right-dark,dark-up,greater-up,dual,50:14.9
6705977e4d70a709a02b2b4f,1440,0,8,left-0,right,left-dark,light-up,fewer-up,dual,50:17.9
6705977e4d70a709a02b2b4f,262,1,9,right-4,left,right-dark,dark-up,fewer-up,dual,50:19.7
6705977e4d70a709a02b2b4f,1396,1,10,right-0,left,right-dark,light-up,greater-up,dual,50:22.7
6705977e4d70a709a02b2b4f,1706,1,11,left-7,right,left-dark,dark-up,fewer-up,dual,50:25.9
6705977e4d70a709a02b2b4f,1726,1,12,left-3,right,left-dark,light-up,greater-up,dual,50:28.8
6705977e4d70a709a02b2b4f,1556,1,13,left-6,right,left-dark,dark-up,fewer-up,dual,50:31.9
6705977e4d70a709a02b2b4f,NULL,0,14,left-4,none,left-dark,dark-up,fewer-up,dual,50:34.3
6705977e4d70a709a02b2b4f,1460,0,15,left-7,right,left-dark,light-up,fewer-up,dual,50:37.6
6705977e4d70a709a02b2b4f,1497,1,16,right-3,left,right-dark,dark-up,fewer-up,dual,50:40.6
6705977e4d70a709a02b2b4f,1530,1,17,left-4,right,left-dark,light-up,greater-up,dual,50:43.5
6705977e4d70a709a02b2b4f,1538,1,18,right-4,right,right-dark,dark-up,greater-up,dual,50:46.6
6705977e4d70a709a02b2b4f,1445,0,19,right-1,left,right-dark,dark-up,greater-up,dual,50:49.4
6705977e4d70a709a02b2b4f,1047,0,20,right-6,right,right-dark,dark-up,fewer-up,dual,51:01.1
6705977e4d70a709a02b2b4f,1386,1,21,right-2,left,right-dark,light-up,greater-up,dual,51:03.7
6705977e4d70a709a02b2b4f,1037,1,22,left-6,right,left-dark,light-up,greater-up,dual,51:05.8
6705977e4d70a709a02b2b4f,1507,1,23,right-2,left,right-dark,dark-up,fewer-up,dual,51:08.8
6705977e4d70a709a02b2b4f,NULL,0,24,right-4,none,right-dark,light-up,greater-up,dual,51:11.1
6705977e4d70a709a02b2b4f,1342,1,25,right-1,left,right-dark,dark-up,fewer-up,dual,51:14.2
6705977e4d70a709a02b2b4f,1635,0,26,left-8,right,left-dark,light-up,fewer-up,dual,51:17.1
6705977e4d70a709a02b2b4f,1606,1,27,left-4,left,left-dark,light-up,fewer-up,dual,51:20.2
6705977e4d70a709a02b2b4f,1571,1,28,right-9,left,right-dark,light-up,greater-up,dual,51:23.0
6705977e4d70a709a02b2b4f,1602,1,29,right-7,right,right-dark,dark-up,greater-up,dual,51:25.7
6705977e4d70a709a02b2b4f,NULL,0,30,right-3,none,right-dark,dark-up,greater-up,dual,51:28.3
6705977e4d70a709a02b2b4f,1565,0,31,left-9,left,left-dark,light-up,greater-up,dual,51:31.8
6705977e4d70a709a02b2b4f,1564,1,32,left-9,right,left-dark,dark-up,fewer-up,dual,51:34.8
6705977e4d70a709a02b2b4f,NULL,0,33,left-7,none,left-dark,light-up,greater-up,dual,51:37.1
6705977e4d70a709a02b2b4f,1402,0,34,right-8,right,right-dark,light-up,greater-up,dual,51:40.4
6705977e4d70a709a02b2b4f,1052,0,35,right-3,right,right-dark,light-up,greater-up,dual,51:43.0
6705977e4d70a709a02b2b4f,1160,1,36,right-6,right,right-dark,dark-up,greater-up,dual,51:45.4
6705977e4d70a709a02b2b4f,1282,0,37,right-2,left,right-dark,light-up,fewer-up,dual,51:47.8
6705977e4d70a709a02b2b4f,1007,1,38,left-6,left,left-dark,dark-up,greater-up,dual,51:50.2
6705977e4d70a709a02b2b4f,1303,1,39,left-1,left,left-dark,dark-up,greater-up,dual,51:52.7
6705977e4d70a709a02b2b4f,1255,0,40,left-0,left,left-dark,light-up,greater-up,dual,51:59.2
6705977e4d70a709a02b2b4f,1417,1,41,left-9,left,left-dark,dark-up,greater-up,dual,52:02.3
6705977e4d70a709a02b2b4f,1413,1,42,left-8,right,left-dark,dark-up,fewer-up,dual,52:05.2
6705977e4d70a709a02b2b4f,1291,0,43,right-7,right,right-dark,dark-up,fewer-up,dual,52:08.0
6705977e4d70a709a02b2b4f,1074,0,44,left-2,right,left-dark,light-up,fewer-up,dual,52:10.4
6705977e4d70a709a02b2b4f,1209,0,45,left-8,left,left-dark,light-up,greater-up,dual,52:13.1
6705977e4d70a709a02b2b4f,1521,1,46,right-7,right,right-dark,light-up,fewer-up,dual,52:15.9
6705977e4d70a709a02b2b4f,1721,1,47,right-5,right,right-dark,dark-up,greater-up,dual,52:18.9
6705977e4d70a709a02b2b4f,1655,1,48,left-5,left,left-dark,light-up,fewer-up,dual,52:22.1
6705977e4d70a709a02b2b4f,1533,0,49,right-3,left,right-dark,light-up,fewer-up,dual,52:25.0
6705977e4d70a709a02b2b4f,1209,1,50,left-3,left,left-dark,dark-up,greater-up,dual,52:27.4
6705977e4d70a709a02b2b4f,1474,1,51,left-3,left,left-dark,light-up,fewer-up,dual,52:30.0
6705977e4d70a709a02b2b4f,1380,1,52,left-6,left,left-dark,light-up,fewer-up,dual,52:32.8
6705977e4d70a709a02b2b4f,1534,1,53,left-3,right,left-dark,dark-up,fewer-up,dual,52:35.4
6705977e4d70a709a02b2b4f,1433,1,54,left-1,right,left-dark,light-up,greater-up,dual,52:38.4
6705977e4d70a709a02b2b4f,1346,1,55,right-5,right,right-dark,light-up,fewer-up,dual,52:41.2
6705977e4d70a709a02b2b4f,806,0,56,right-8,right,right-dark,dark-up,fewer-up,dual,52:43.4
6705977e4d70a709a02b2b4f,1391,1,57,left-5,left,left-dark,dark-up,greater-up,dual,52:46.3
6705977e4d70a709a02b2b4f,1609,0,58,right-9,right,right-dark,dark-up,fewer-up,dual,52:49.3
6705977e4d70a709a02b2b4f,909,1,59,left-7,left,left-dark,dark-up,greater-up,dual,52:51.7
6705977e4d70a709a02b2b4f,1640,1,60,left-2,right,left-dark,light-up,greater-up,dual,53:03.0
6705977e4d70a709a02b2b4f,1680,1,61,right-8,right,right-dark,light-up,fewer-up,dual,53:05.8
6705977e4d70a709a02b2b4f,NULL,0,62,left-1,none,left-dark,dark-up,fewer-up,dual,53:08.5
6705977e4d70a709a02b2b4f,NULL,0,63,left-9,none,left-dark,light-up,fewer-up,dual,53:11.3
6705977e4d70a709a02b2b4f,840,0,64,right-0,right,right-dark,dark-up,fewer-up,dual,53:13.9
6705977e4d70a709a02b2b4f,632,0,65,left-5,left,left-dark,dark-up,fewer-up,dual,53:15.9
6705977e4d70a709a02b2b4f,917,1,66,left-2,left,left-dark,dark-up,greater-up,dual,53:17.9
6705977e4d70a709a02b2b4f,1279,0,67,left-0,left,left-dark,dark-up,fewer-up,dual,53:20.2
6705977e4d70a709a02b2b4f,559,1,68,left-5,right,left-dark,light-up,greater-up,dual,53:22.2
6705977e4d70a709a02b2b4f,NULL,0,69,right-5,none,right-dark,light-up,greater-up,dual,53:24.6
6705977e4d70a709a02b2b4f,923,1,70,right-8,right,right-dark,dark-up,greater-up,dual,53:27.0
6705977e4d70a709a02b2b4f,1283,1,71,right-4,right,right-dark,light-up,fewer-up,dual,53:30.0
6705977e4d70a709a02b2b4f,1748,1,72,right-0,right,right-dark,dark-up,greater-up,dual,53:32.9
6705977e4d70a709a02b2b4f,1386,1,73,right-0,right,right-dark,light-up,fewer-up,dual,53:35.4
6705977e4d70a709a02b2b4f,1079,1,74,right-1,right,right-dark,light-up,fewer-up,dual,53:37.9
6705977e4d70a709a02b2b4f,1380,0,75,left-8,right,left-dark,dark-up,greater-up,dual,53:40.4
6705977e4d70a709a02b2b4f,1022,1,76,right-9,right,right-dark,light-up,fewer-up,dual,53:42.7
6705977e4d70a709a02b2b4f,1054,0,77,left-0,right,left-dark,dark-up,greater-up,dual,53:44.9
6705977e4d70a709a02b2b4f,1060,1,78,right-6,right,right-dark,light-up,fewer-up,dual,53:47.7
6705977e4d70a709a02b2b4f,1379,0,79,right-1,right,right-dark,light-up,greater-up,dual,53:50.5
695fc3adc91e0de4df9e63e8,NULL,0,0,right-0,none,right-dark,light-up,fewer-up,dual,53:55.0
695fc3adc91e0de4df9e63e8,243,0,1,right-2,right,right-dark,light-up,greater-up,dual,53:57.3
695fc3adc91e0de4df9e63e8,210,1,2,right-7,left,right-dark,dark-up,fewer-up,dual,53:58.6
695fc3adc91e0de4df9e63e8,392,0,3,right-6,right,right-dark,dark-up,fewer-up,dual,54:00.4
695fc3adc91e0de4df9e63e8,757,1,4,left-3,right,left-dark,dark-up,fewer-up,dual,54:02.3
695fc3adc91e0de4df9e63e8,1110,0,5,right-1,left,right-dark,light-up,fewer-up,dual,54:04.5
695fc3adc91e0de4df9e63e8,1603,0,6,right-8,right,right-dark,dark-up,fewer-up,dual,54:07.3
695fc3adc91e0de4df9e63e8,745,0,7,right-4,right,right-dark,light-up,greater-up,dual,54:09.4
695fc3adc91e0de4df9e63e8,972,0,8,right-6,right,right-dark,light-up,greater-up,dual,54:11.6
695fc3adc91e0de4df9e63e8,507,0,9,left-2,right,left-dark,dark-up,greater-up,dual,54:13.4
695fc3adc91e0de4df9e63e8,516,0,10,left-1,right,left-dark,light-up,fewer-up,dual,54:15.1
695fc3adc91e0de4df9e63e8,924,0,11,right-3,right,right-dark,light-up,greater-up,dual,54:17.2
695fc3adc91e0de4df9e63e8,987,1,12,left-9,right,left-dark,light-up,greater-up,dual,54:19.7
695fc3adc91e0de4df9e63e8,1573,1,13,left-7,left,left-dark,light-up,fewer-up,dual,54:22.6
695fc3adc91e0de4df9e63e8,1325,0,14,right-9,right,right-dark,light-up,greater-up,dual,54:25.0
695fc3adc91e0de4df9e63e8,1082,1,15,right-1,right,right-dark,dark-up,greater-up,dual,54:27.4
695fc3adc91e0de4df9e63e8,NULL,0,16,right-7,none,right-dark,light-up,fewer-up,dual,54:29.8
695fc3adc91e0de4df9e63e8,1274,0,17,right-2,left,right-dark,light-up,fewer-up,dual,54:32.9
695fc3adc91e0de4df9e63e8,863,1,18,right-7,right,right-dark,dark-up,greater-up,dual,54:35.0
695fc3adc91e0de4df9e63e8,1154,0,19,right-8,left,right-dark,light-up,fewer-up,dual,54:37.5
695fc3adc91e0de4df9e63e8,1674,1,20,right-3,right,right-dark,light-up,fewer-up,dual,54:47.1
695fc3adc91e0de4df9e63e8,574,1,21,right-3,right,right-dark,dark-up,greater-up,dual,54:48.7
695fc3adc91e0de4df9e63e8,547,0,22,right-9,left,right-dark,light-up,fewer-up,dual,54:50.4
695fc3adc91e0de4df9e63e8,1062,1,23,left-2,right,left-dark,dark-up,fewer-up,dual,54:52.6
695fc3adc91e0de4df9e63e8,980,0,24,left-6,right,left-dark,light-up,fewer-up,dual,54:54.8
695fc3adc91e0de4df9e63e8,NULL,0,25,right-7,none,right-dark,light-up,greater-up,dual,54:57.4
695fc3adc91e0de4df9e63e8,1271,1,26,left-4,right,left-dark,light-up,greater-up,dual,55:00.6
695fc3adc91e0de4df9e63e8,904,0,27,left-6,left,left-dark,light-up,greater-up,dual,55:03.0
5c3a5a61fc2bdf00017714a2,1279,1,0,right-7,right,right-dark,light-up,fewer-up,dual,55:02.2
695fc3adc91e0de4df9e63e8,1383,0,28,right-9,right,right-dark,dark-up,fewer-up,dual,55:05.5
5c3a5a61fc2bdf00017714a2,843,1,1,right-8,right,right-dark,dark-up,greater-up,dual,55:04.6
695fc3adc91e0de4df9e63e8,344,1,29,right-5,right,right-dark,light-up,fewer-up,dual,55:07.2
5c3a5a61fc2bdf00017714a2,640,1,2,left-9,left,left-dark,light-up,fewer-up,dual,55:06.6
695fc3adc91e0de4df9e63e8,991,1,30,left-6,right,left-dark,dark-up,fewer-up,dual,55:09.5
5c3a5a61fc2bdf00017714a2,634,0,3,left-1,left,left-dark,dark-up,fewer-up,dual,55:08.5
695fc3adc91e0de4df9e63e8,614,1,31,left-8,right,left-dark,dark-up,fewer-up,dual,55:11.2
5c3a5a61fc2bdf00017714a2,853,0,4,right-9,right,right-dark,dark-up,fewer-up,dual,55:10.6
695fc3adc91e0de4df9e63e8,666,1,32,right-3,left,right-dark,dark-up,fewer-up,dual,55:13.4
5c3a5a61fc2bdf00017714a2,1292,1,5,right-3,right,right-dark,dark-up,greater-up,dual,55:13.1
695fc3adc91e0de4df9e63e8,1227,0,33,right-6,left,right-dark,light-up,fewer-up,dual,55:16.1
5c3a5a61fc2bdf00017714a2,630,0,6,right-3,right,right-dark,dark-up,fewer-up,dual,55:15.2
695fc3adc91e0de4df9e63e8,747,1,34,right-2,left,right-dark,dark-up,fewer-up,dual,55:18.1
5c3a5a61fc2bdf00017714a2,1087,1,7,right-1,right,right-dark,dark-up,greater-up,dual,55:17.7
695fc3adc91e0de4df9e63e8,1309,0,35,right-8,left,right-dark,dark-up,greater-up,dual,55:20.6
5c3a5a61fc2bdf00017714a2,583,0,8,right-4,right,right-dark,dark-up,fewer-up,dual,55:19.7
695fc3adc91e0de4df9e63e8,707,0,36,left-9,right,left-dark,light-up,fewer-up,dual,55:22.7
5c3a5a61fc2bdf00017714a2,437,1,9,right-2,right,right-dark,dark-up,greater-up,dual,55:21.7
695fc3adc91e0de4df9e63e8,863,1,37,left-5,left,left-dark,dark-up,greater-up,dual,55:24.7
5c3a5a61fc2bdf00017714a2,595,0,10,right-6,right,right-dark,light-up,greater-up,dual,55:23.4
695fc3adc91e0de4df9e63e8,733,0,38,right-4,left,right-dark,light-up,fewer-up,dual,55:26.5
5c3a5a61fc2bdf00017714a2,784,0,11,left-4,left,left-dark,dark-up,fewer-up,dual,55:25.3
695fc3adc91e0de4df9e63e8,681,1,39,right-5,left,right-dark,dark-up,fewer-up,dual,55:28.4
5c3a5a61fc2bdf00017714a2,NULL,0,12,left-8,none,left-dark,dark-up,greater-up,dual,55:27.8
5c3a5a61fc2bdf00017714a2,916,1,13,right-3,right,right-dark,light-up,fewer-up,dual,55:30.6
695fc3adc91e0de4df9e63e8,649,0,40,left-0,right,left-dark,dark-up,greater-up,dual,55:33.9
5c3a5a61fc2bdf00017714a2,929,0,14,right-8,right,right-dark,light-up,greater-up,dual,55:32.7
695fc3adc91e0de4df9e63e8,501,1,41,left-0,right,left-dark,dark-up,fewer-up,dual,55:35.5
5c3a5a61fc2bdf00017714a2,657,0,15,right-6,right,right-dark,dark-up,fewer-up,dual,55:34.5
5c3a5a61fc2bdf00017714a2,572,1,16,right-0,right,right-dark,light-up,fewer-up,dual,55:36.5
695fc3adc91e0de4df9e63e8,NULL,0,42,left-3,none,left-dark,dark-up,greater-up,dual,55:38.2
5c3a5a61fc2bdf00017714a2,702,1,17,left-4,left,left-dark,light-up,fewer-up,dual,55:38.5
695fc3adc91e0de4df9e63e8,835,0,43,left-3,left,left-dark,light-up,greater-up,dual,55:40.9
5c3a5a61fc2bdf00017714a2,461,0,18,right-7,right,right-dark,dark-up,fewer-up,dual,55:40.3
695fc3adc91e0de4df9e63e8,1353,1,44,left-7,right,left-dark,light-up,greater-up,dual,55:43.5
5c3a5a61fc2bdf00017714a2,611,1,19,left-6,left,left-dark,dark-up,greater-up,dual,55:42.4
